左,1回目,4.134069
右,2回目,1.986124
左,3回目,4.87541
右,4回目,18.97256
左,5回目,2.111149
右,6回目,14.98262
左,7回目,1.875641
右,8回目,7.984802
左,9回目,2.124207
右,10回目,1.972076
左,11回目,28.87425
右,12回目,10.99953
左,13回目,2.097458
右,14回目,2.014023
左,15回目,5.861298
右,16回目,101.913
左,17回目,2.097794
右,18回目,1.986206
左,19回目,14.86044
右,20回目,5.985535
終了,256.8748,
